name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hà Nội, Giải Phóng",2023-05-15T00:00:00,24,24,22,88.6,0,0,,0,0,6.5,9.4,290,1012,0,8,0,0,0,10,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T01:00:00,23.8,23.8,22.1,90.17,0,0,,0,0,7.6,4.4,280,1011.3,88.7,9.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T02:00:00,23,23,22,94.11,0,0,,0,0,4.3,5.4,270,1011,0,8,0,0,0,10,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T03:00:00,23,23,22,94.11,0,0,,0,0,3.2,3.6,290,1009,0,6,0,0,0,10,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T04:00:00,23,23,21.7,92.35,0,0,,0,0,2.2,0.8,283,1009.2,87.9,9.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T05:00:00,22,22,22,100,0,0,,0,0,1.8,1.8,154.1,1009,27.5,5,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T06:00:00,22,22,21,94.06,0,0,,0,0,1.1,1.8,350,1010,50,3,19,0.1,0,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T07:00:00,24,24,21.5,85.7,0,0,,0,0,4,3.3,271,1010.8,6.5,17.1,186,0.7,2,10,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T08:00:00,26,26,22,78.64,0,0,,0,0,3.6,3.6,179,1011,0,7,406,1.5,4,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T09:00:00,27,28.8,21,69.74,0,0,,0,0,5.8,3.6,177.8,1011,27.5,10,601,2.2,6,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T10:00:00,28.6,30.9,21,63.56,0,0,,0,0,9,3.6,318,1011.1,89.1,10.1,762,2.7,8,10,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T11:00:00,29,32,22,65.98,0,0,,0,0,10.4,7.6,192.7,1010,89,10,810,2.9,8,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T12:00:00,30,33.3,22,62.28,0,0,,0,0,11.9,9.4,110,1009,50,10,893,3.2,9,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T13:00:00,30.6,34,21.9,59.65,0,0,,0,0,13.7,4.4,160,1008.5,81.6,10.1,888,3.2,9,10,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T14:00:00,32,35.8,22,55.56,0,0,,0,0,15.5,9.4,194.9,1007,27.5,10,845,3,8,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T15:00:00,31,34.6,22,58.81,0,0,,0,0,16.2,14.8,80,1007,50,10,706,2.5,7,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T16:00:00,31.4,35.9,22.9,60.64,0,0,,0,0,19.1,12.7,134,1006.2,89.6,10.1,514,1.9,5,10,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T17:00:00,30,34.1,23,66.18,0,0,,0,0,28.8,20.5,110,1005,28.9,10,345,1.2,3,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T18:00:00,29,32.7,23,70.11,0,0,,0,0,36,24.1,120,1006,50,10,143,0.5,1,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T19:00:00,27.7,31.3,23.9,79.66,0,0,,0,0,34.6,9.9,150,1007,41.9,10,7,0,0,5,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T20:00:00,27,29.6,23,78.78,0,0,,0,0,36.7,18.4,110,1008,89,10,0,0,0,5,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T21:00:00,26,26,23,83.57,0,0,,0,0,38.9,18.4,120,1008,27.5,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T22:00:00,25.9,25.9,22.7,82.64,0,0,,0,0,39.2,9,22,1009.2,97.7,10,0,0,0,10,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-15T23:00:00,25,25,23,88.68,0,0,,0,0,38.9,16.6,130,1009,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T00:00:00,25,25,23,88.68,0,0,,0,0,36.7,15.7,120,1008.5,100,9.5,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T01:00:00,25.1,25.1,24.1,93.92,0,0,,0,0,34.6,9,138,1007.8,84.3,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T02:00:00,25,25,23,88.68,0,0,,0,0,29.5,16.6,110,1007,100,8,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T03:00:00,25,25,23,88.68,0,0,,0,0,25.9,14.8,120,1006,100,5,0,0,0,3,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T04:00:00,25.1,25.1,24.5,96.46,0,0,,0,0,22,11.6,26,1006.2,99.9,9,0,0,0,3,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T05:00:00,25,25,24,94.19,0,0,,0,0,17.6,5.4,90,1006,100,5,0,0,0,3,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T06:00:00,26,26,24,88.76,0,0,,0,0,14,9.4,90,1007,100,4,15,0.1,0,3,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T07:00:00,26.4,26.4,25.2,93.09,0,0,,0,0,10.8,8,150,1007.1,91.3,9.1,148,0.5,1,10,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T08:00:00,27,30.6,25,88.84,0,0,,0,0,10.1,11.2,150,1007,89,6,327,1.2,3,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T09:00:00,29,34.5,25,79.06,0,0,,0,0,10.1,13,130,1007,50,10,589,2.1,6,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T10:00:00,30.1,37,25.5,76.44,0,0,,0,0,14,11.2,138,1006.9,73.4,9.9,806,2.9,8,30,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T11:00:00,32,39.2,25,66.58,0,0,,0,0,19.4,9.4,140,1006,27.5,10,931,3.4,9,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T12:00:00,33,40.6,25,62.93,0,0,,0,0,27.4,11.2,150,1005,23.5,10,992,3.6,10,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T13:00:00,34.5,42.2,24.7,56.83,0,0,,0,0,33.1,9.8,141,1003.9,29.5,10.1,987,3.6,10,10,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T14:00:00,35,41.9,24,53.01,0,0,,0,0,33.5,7.6,150,1003,5,10,917,3.3,9,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T15:00:00,35,41.9,24,53.01,0,0,,0,0,33.8,7.6,170,1002,5.1,10,781,2.8,8,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T16:00:00,36.1,42.2,23.1,47.35,0,0,,0,0,27,7.3,148,1001.6,79,10.1,595,2.1,6,10,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T17:00:00,35,44.9,26,59.73,0,0,,0,0,22.3,16.6,100,1001,5,10,364,1.3,4,30,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T18:00:00,33,43.8,27,70.84,0,0,,0,0,23.8,20.5,110,1002,5,10,148,0.5,1,30,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T19:00:00,32.1,40.8,26,70.37,0.197,100,rain,0,0,26.6,11.9,136,1002.9,60,10,8,0,0,3,"Rain, Partially cloudy",rain,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T20:00:00,31,39.1,26,74.79,0,0,,0,0,23.4,16.6,130,1003,5,10,0,0,0,3,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T21:00:00,30,37.4,26,79.2,0,0,,0,0,23.8,13,110,1004,58.3,10,0,0,0,5,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T22:00:00,28.9,34.9,25.5,81.96,0,0,,0,0,22,8,126,1005.2,60,10,0,0,0,5,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-16T23:00:00,28,32.7,25,83.79,0,0,,0,0,18.4,9.4,140,1005,100,10,0,0,0,5,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T00:00:00,27,30.5,25,88.83,0,0,,0,0,13.7,9.4,90,1004,100,6,0,0,0,5,Overcast,cloudy,VVNB
"Hà Nội, Giải Phóng",2023-05-17T01:00:00,27,30.6,25,88.84,0,0,,0,0,10.1,9.4,80,1004,0,6,0,0,0,5,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T02:00:00,26,26,25,94.23,0,0,,0,0,7.6,9.4,60,1003,0,5,0,0,0,5,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T03:00:00,26,26,25,94.23,0,0,,0,0,6.1,9.4,70,1003,0,4,0,0,0,5,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T04:00:00,26.5,26.5,25.4,93.73,0,0,,0,0,6.8,7.6,126,1002.8,53.2,8.8,0,0,0,5,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T05:00:00,26,26,25,94.23,0,0,,0,0,4.7,11.2,70,1003,0,5,0,0,0,5,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T06:00:00,26,26,25,94.23,0,0,,0,0,2.2,7.6,60,1004,0,3,22,0.1,0,3,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T07:00:00,28.5,34.3,25.7,84.51,0,0,,0,0,3.2,4.8,87,1004.5,35.1,8.9,198,0.7,2,5,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T08:00:00,29,35.6,26,83.9,0,0,,0,0,14.4,5.4,70,1005,0,5,426,1.5,4,3,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T09:00:00,31,37.7,25,70.48,0,0,,0,0,19.8,7.6,100,1005,0,8,641,2.3,6,3,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T10:00:00,35.1,39.3,21.7,45.72,0,0,,0,0,27,6.9,321,1004.8,0,18,818,2.9,8,3,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T11:00:00,35,40.6,23,49.91,0,0,,0,0,28.4,7.6,240,1004,4,10,941,3.4,9,3,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T12:00:00,36,41.9,23,47.23,0,0,,0,0,30.2,13,280,1004,5,10,1003,3.6,10,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T13:00:00,39.6,41.6,17.7,28.01,0,0,,0,0,30.2,11.2,326,1002.8,0,18,997,3.6,10,10,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T14:00:00,38,43.4,22,39.85,0,0,,0,0,31.3,7.6,220,1002,6.1,10,920,3.3,9,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T15:00:00,39,42.6,20,33.39,0,0,,0,0,31,11.2,230,1001,4.9,10,781,2.8,8,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T16:00:00,39.4,41.6,18.1,29.03,0,0,,0,0,25.9,7.6,198,1000.2,0,18,594,2.1,6,10,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T17:00:00,39,41.8,19,31.37,0,0,,0,0,22.3,18.4,260,1000,16.2,10,375,1.3,4,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T18:00:00,38,41.4,20,35.24,0,0,,0,0,22.3,9.4,240,1000,6,10,150,0.5,2,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T19:00:00,35.6,39.8,21.5,44.13,0,0,,0,0,22.7,6.8,52,1001.3,0,17.9,8,0,0,10,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T20:00:00,34,40.6,24,56.05,0,0,,0,0,10.1,9.4,150,1002,5,10,0,0,0,10,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T21:00:00,32,39.2,25,66.58,0,0,,0,0,6.5,11.2,100,1003,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T22:00:00,31.5,39.1,25.4,70.29,0,0,,0,0,10.4,7.3,130,1003.4,5.6,17.9,0,0,0,10,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-17T23:00:00,29,34.5,25,79.06,0,0,,0,0,7.2,9.4,70,1003,0,9,0,0,0,10,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-18T00:00:00,29,34.5,25,79.06,0,0,,0,0,5,9.4,60,1003,0,9,0,0,0,10,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-18T01:00:00,29.6,36.1,25.4,78.23,0,0,,0,0,3.2,5.2,122,1002.4,0,17.5,0,0,0,10,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-18T02:00:00,28,32.7,25,83.79,0,0,,0,0,5.8,11.2,70,1002,74.6,10,0,0,0,3,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-18T03:00:00,27,30.6,25,88.84,0,0,,0,0,9,9.4,60,1002,0,8,0,0,0,3,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-18T04:00:00,28.6,35.2,26.3,87.14,0,0,,0,0,9.7,1.6,47,1002.1,0,17.3,0,0,0,5,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-18T05:00:00,27,30.1,24,83.68,0,0,,0,0,8.3,7.6,60,1002,0,8,0,0,0,5,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-18T06:00:00,27,30.1,24,83.68,0,0,,0,0,7.2,5.4,70,1003,0,6,23,0.1,0,5,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-18T07:00:00,29.9,38.1,26.6,82.4,0,0,,0,0,7.6,1.6,76,1004.2,0,17.4,199,0.7,2,5,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-18T08:00:00,31,37.7,25,70.48,0,0,,0,0,8.6,9.4,90,1005,0,9,426,1.5,4,3,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-18T09:00:00,32,39.2,25,66.58,0,0,,0,0,9,9.4,80,1005,0,9,639,2.3,6,3,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-18T10:00:00,34.6,40.8,23.5,52.49,0,0,,0,0,9.7,6.9,359,1004.8,0,18,816,2.9,8,10,Clear,clear-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-05-18T11:00:00,35,41.9,24,53.01,0,0,,0,0,11.2,5.4,90,1005,0,10,940,3.4,9,10,Clear,clear-day,"48820099999,VVNB"
