name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hà Nội, Giải Phóng",2023-11-10T00:00:00,26,26,24,88.76,0,0,,0,0,25.2,11.2,120,1014,0,7,0,0,0,10,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-11-10T01:00:00,25.8,25.8,25,95.21,0,0,,0,0,22.7,2.1,96,1013.5,72.3,9.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2023-11-10T02:00:00,25,25,24,94.19,0,0,,0,0,22,8.5,85,1013,69,4.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-11-10T03:00:00,25,25,24,94.19,0,0,,0,0,20.2,9.4,85,1013,89,5.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-11-10T04:00:00,25.4,25.4,24.6,95.25,0,0,,0,0,18.4,1.9,86,1013.6,69,9.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-11-10T05:00:00,25,25,24,94.19,0,0,,0,0,15.1,8.5,85,1014,27.5,5,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-11-10T06:00:00,24.5,24.5,24,97.05,0,0,,0,0,12.2,5.4,70,1014.5,12.5,3.5,0,0,0,10,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-11-10T07:00:00,25.5,25.5,24.7,95.21,0,0,,0,0,11.9,1.6,68,1015,55,8.9,47,0.2,0,10,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2023-11-10T08:00:00,26.5,26.5,25,91.49,0,0,,0,0,13.3,7.6,75,1016,89,6.5,243,0.9,2,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-11-10T09:00:00,29,34.5,25,79.06,0,0,,0,0,13,8.5,95,1016.5,89,9,450,1.6,5,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-11-10T10:00:00,29.6,34.8,24.3,72.97,0,0,,0,0,13.7,7.2,198,1016.6,81.8,10.1,619,2.2,6,10,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-11-10T11:00:00,31,36,23.5,64.42,0.1,100,rain,0,0,14,8.5,95,1015.5,89,10,684,2.5,7,10,"Rain, Partially cloudy",rain,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-11-10T12:00:00,32,36.8,23,59.05,0,0,,0,0,14,7.6,165,1014.5,89,10,685,2.5,7,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-11-10T13:00:00,31.9,35.4,21.7,55.07,0,0,,0,0,14,6.9,140,1013.7,50.5,10.3,713,2.6,7,10,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2023-11-10T14:00:00,33,37.5,22.5,54.14,0,0,,0,0,13.7,9.4,170,1012.5,50,10,618,2.2,6,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-11-10T15:00:00,33,37,22,52.52,0,0,,0,0,14,9.4,155,1012,40,10,414,1.5,4,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
