name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hà Nội, Giải Phóng",2022-05-01T00:00:00,27,30.6,25,88.84,0,0,,0,0,25.2,11.2,80,1010,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-05-01T01:00:00,26.7,30.1,25.4,92.87,0,0,,0,0,18.7,6.8,166,1009.6,66.5,9.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2022-05-01T02:00:00,24.5,24.5,22.5,88.64,0,0,,0,0,28.1,14.8,30,1009.5,70,8.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-05-01T03:00:00,21,21,19,88.35,0,0,,0,0,59.4,35.3,25,1010,89,6.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-05-01T04:00:00,21,21,18.6,86.15,0,0,,0,0,48.2,15.3,44,1010.3,94.3,10,0,0,0,10,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2022-05-01T05:00:00,20,20,17.5,85.53,0,0,,0,0,50.8,23.2,30,1011.5,90,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-05-01T06:00:00,20,20,18,88.27,0,0,rain,0,0,51.8,13.9,30,1013,70,7,6,0,0,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-05-01T07:00:00,19.7,19.7,17.9,89.28,12.622,100,rain,0,0,51.1,11.4,327,1013.7,98.9,10.1,53,0.2,1,10,"Rain, Overcast",rain,"48820099999,48823099999,48825099999,48831099999"
"Hà Nội, Giải Phóng",2022-05-01T08:00:00,20.5,20.5,17,80.35,0,0,,0,0,50,17.5,5,1014,27.5,10,46,0.2,0,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-05-01T09:00:00,21.5,21.5,17,75.56,0,0,,0,0,50.4,16.6,360,1014,27.5,10,58,0.2,1,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
