name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hà Nội, Giải Phóng",2022-12-01T00:00:00,17.5,17.5,15.5,88.06,0,0,,0,0,19.4,21.4,50,1017,100,10,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T01:00:00,17.6,17.6,16,90.48,0.089,100,rain,0,0,19.1,7.8,82,1017.4,100,10,0,0,0,10,"Rain, Overcast",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T02:00:00,16.5,16.5,15,90.85,0,0,rain,0,0,18.7,20.5,50,1017,100,10,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T03:00:00,16,16,15,93.79,0,0,,0,0,16.9,22.3,45,1017,100,10,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T04:00:00,16.5,16.5,15.1,91.7,0,0,,0,0,17.6,7,49,1017.2,100,10,0,0,0,10,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T05:00:00,16,16,13,82.38,0,0,rain,0,0,18.4,20.5,50,1018,100,10,0,0,0,10,Overcast,cloudy,VVNB
"Hà Nội, Giải Phóng",2022-12-01T06:00:00,15.5,15.5,13,85.06,0,0,rain,0,0,18,23.2,45,1018.5,100,10,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T07:00:00,15.1,15.1,13.7,91.07,0.044,100,rain,0,0,22,12.5,47,1019.9,100,5.4,2,0,0,10,"Rain, Overcast",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T08:00:00,15,15,13,87.84,0,0,rain,0,0,23.4,22.3,40,1021.5,100,10,12,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T09:00:00,15,15,12,82.26,0,0,rain,0,0,24.1,22.3,40,1022,100,10,20,0.1,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T10:00:00,15.5,15.5,12.3,81.23,0,0,rain,0,0,24.8,12.9,49,1022.8,100,10,30,0.1,0,10,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T11:00:00,15,15,12,82.26,0,0,,0,0,24.5,17.5,30,1022,100,10,37,0.1,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T12:00:00,15,15,12,82.26,0,0,,0,0,23.4,18.4,20,1021,100,10,43,0.2,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T13:00:00,15.8,15.8,11.1,73.48,0.003,100,rain,0,0,22,12.1,44,1020.3,100,10.1,58,0.2,1,10,"Rain, Overcast",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T14:00:00,15,15,11,77,0,0,,0,0,21.2,16.6,40,1019.5,100,10,42,0.2,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T15:00:00,15,15,11,77,0,0,,0,0,37.1,18.4,30,1019,100,10,26,0.1,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T16:00:00,15.5,15.5,9.7,68.37,0,0,,0,0,22.3,11.6,46,1019,100,10,13,0,0,10,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T17:00:00,15,15,10,72.03,0,0,,0,0,22.7,15.7,45,1019,100,10,6,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T18:00:00,15,15,10,72.03,0,0,,0,0,22.7,13.9,40,1019.5,100,10,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T19:00:00,15.1,15.1,9.3,68.43,2.167,100,rain,0,0,23.8,11.9,46,1020.3,100,10.1,0,0,0,10,"Rain, Overcast",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T20:00:00,15,15,9.5,69.66,0,0,,0,0,21.6,14.8,30,1021,100,10,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T21:00:00,14.5,14.5,10,74.39,0,0,rain,0,0,22,18.5,30,1022,100,10,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T22:00:00,14.4,14.4,9.2,70.63,0,0,,0,0,21.6,8.8,46,1022.4,100,10,0,0,0,10,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-01T23:00:00,14,14,9,71.85,0,0,,0,0,22.3,19.4,45,1022,100,10,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T00:00:00,14,14,9,71.85,0,0,,0,0,27.7,14.8,35,1022,100,10,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T01:00:00,13.2,13.2,10.1,81.17,0,0,,0,0,29.2,9.1,41,1022,99.9,10.1,0,0,0,10,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T02:00:00,13,13,9,76.68,0,0,,0,0,29.2,16.6,15,1021,100,10,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T03:00:00,13,13,8,71.66,0,0,rain,0,0,29.5,18.4,25,1021,100,10,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T04:00:00,13.4,13.4,7.9,69.19,0,0,,0,0,30.6,15.3,43,1020.9,100,10,0,0,0,10,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T05:00:00,13,13,8,71.65,0,0,,0,0,29.5,20.5,30,1022,100,10,0,0,0,10,Overcast,cloudy,VVNB
"Hà Nội, Giải Phóng",2022-12-02T06:00:00,13,13,8,71.66,0,0,,0,0,28.4,15.7,20,1022.5,100,10,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T07:00:00,13.4,13.4,7.3,66.49,0,0,,0,0,28.8,11.6,327,1022.8,99,10.1,2,0,0,10,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T08:00:00,14,14,8,67.15,0,0,,0,0,27,18.5,15,1023.5,70,10,18,0.1,0,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T09:00:00,14.5,14.5,8,65.01,0,0,,0,0,24.8,15.7,20,1024,89,10,43,0.2,0,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T10:00:00,15.1,15.1,7.6,61.02,0,0,,0,0,22.3,8.3,327,1023.6,98.7,10,114,0.4,1,10,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T11:00:00,16.5,16.5,8.5,59.16,0,0,,0,0,20.5,17.5,10,1022,89,10,227,0.8,2,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T12:00:00,17,17,9,59.28,0,0,,0,0,16.9,15.7,10,1020.5,90,10,228,0.8,2,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T13:00:00,18,18,8.9,55.54,0,0,,0,0,13.7,8.3,354,1019,89.7,10.1,226,0.8,2,10,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T14:00:00,18,18,10.5,61.55,0,0,,0,0,12.6,9.4,290,1018,59,10,265,1,3,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T15:00:00,17.5,17.5,10,61.43,0,0,,0,0,9.4,8.5,15,1018,50,10,242,0.9,2,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2022-12-02T16:00:00,17.9,17.9,10.2,60.37,0,0,,0,0,9,4.3,286,1017.8,74.6,10,288,1,3,10,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999"
