name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hà Nội, Giải Phóng",2023-09-21T00:00:00,28,33.6,26,88.92,0,0,,0,0,27,11.2,140,1010,50,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T01:00:00,28.1,34.5,26.7,91.91,0,0,,0,0,23.4,5,96,1009.8,27.7,10,0,0,0,30,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T02:00:00,27,31.2,26,94.27,0,0,,0,0,18.7,11.2,100,1010,0,9,0,0,0,30,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T03:00:00,27,31.2,26,94.27,0,0,,0,0,14.4,9.4,70,1010,27.5,8,0,0,0,30,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T04:00:00,27.5,32.9,26.5,94.31,0,0,,0,0,9.4,1.9,69,1009.8,50,9.8,0,0,0,30,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T05:00:00,27,31.2,26,94.27,0,0,,0,0,7.9,5.4,80,1010,50,7,0,0,0,30,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T06:00:00,27,31.2,26,94.27,0,0,,0,0,7.6,7.6,70,1011,27.5,6,1,0,0,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T07:00:00,27.9,33.9,26.7,93.38,0,0,,0,0,10.4,4.7,130,1011.1,52.3,9.5,106,0.4,1,30,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T08:00:00,30,37.4,26,79.2,0,0,,0,0,12.6,14.8,120,1012,50,10,333,1.2,3,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T09:00:00,31,39.1,26,74.79,0,0,,0,0,14,14.8,130,1012,89,10,549,2,5,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T10:00:00,31.9,40,25.7,69.98,0,0,,0,0,13.7,5.6,178,1012,89.7,18,737,2.7,7,30,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T11:00:00,32,39.2,25,66.58,0.1,100,rain,0,0,13.7,9.4,170,1012,50,10,816,2.9,8,30,"Rain, Partially cloudy",rain,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T12:00:00,33,40.6,25,62.93,0,0,,0,0,12.6,11.2,130,1011,50,10,656,2.4,7,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T13:00:00,33.7,40.8,24.5,58.92,0,0,,0,0,10.8,5.2,287,1009.5,42.5,18,287,1,3,30,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T14:00:00,34,40.6,24,56.05,0,0,,0,0,12.2,13,160,1008,50,10,295,1.1,3,60,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T15:00:00,35,41.9,24,53.01,0,0,,0,0,14,13,170,1007,27.5,10,445,1.6,4,60,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T16:00:00,34.5,41.4,24.1,54.81,0,0,,0,0,16.2,9.1,136,1007,30,18,412,1.5,4,60,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T17:00:00,33,40.6,25,62.93,0,0,,0,0,20.5,14.8,100,1007,4.7,10,253,0.9,3,60,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T18:00:00,32,39.2,25,66.58,0,0,,0,0,26.3,14.8,110,1007,0,10,48,0.2,0,60,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T19:00:00,31.4,38.5,25.1,69.13,0,0,,0,0,28.8,7.9,134,1008.2,30,17.9,0,0,0,30,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T20:00:00,31,37.7,25,70.48,0,0,,0,0,29.9,11.2,140,1009,0.8,10,0,0,0,30,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T21:00:00,30,36.2,25,74.63,0,0,,0,0,29.9,11.2,150,1009,0,10,0,0,0,30,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T22:00:00,29.3,36.2,26,82.8,0,0,,0,0,28.8,4.7,140,1010.2,1.3,17.9,0,0,0,30,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-21T23:00:00,29,35.6,26,83.9,0,0,,0,0,28.1,11.2,140,1010,5,10,0,0,0,30,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-22T00:00:00,28,33.6,26,88.92,0,0,,0,0,27,13,110,1010,5,10,0,0,0,30,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-22T01:00:00,28.3,34.7,26.5,90.21,0,0,,0,0,23.4,1.9,118,1009.5,30,17.9,0,0,0,30,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-22T02:00:00,27,31.2,26,94.27,0,0,,0,0,18.7,11.2,110,1009,0,8,0,0,0,30,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-22T03:00:00,27,31.2,26,94.27,0,0,,0,0,15.1,9.4,110,1009,0,8,0,0,0,30,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-22T04:00:00,27.5,32.7,26.3,92.99,0,0,,0,0,10.1,1.6,83,1009.4,8.4,17.3,0,0,0,30,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-22T05:00:00,27,31.2,26,94.27,0,0,,0,0,6.8,5.4,70,1009,0,6,0,0,0,10,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-22T06:00:00,27,31.2,26,94.27,0,0,,0,0,5.8,9.4,60,1010,0,5,1,0,0,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-22T07:00:00,28,34.1,26.5,91.49,0,0,,0,0,6.5,1.1,60,1011,10.2,17.1,107,0.4,1,30,Clear,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-22T08:00:00,30,38.8,27,84.01,0,0,,0,0,6.8,11.2,80,1012,27.5,7,334,1.2,3,30,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
