name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hà Nội, Giải Phóng",2023-06-25T00:00:00,25,25,24,94.19,0,0,rain,0,0,5.8,5.4,10,1005,89,3,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T01:00:00,25.8,25.8,24.9,94.7,10.941,100,rain,0,0,10.1,4.4,326,1004.9,100,9.4,0,0,0,10,"Rain, Overcast",rain,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T02:00:00,25,25,24,94.19,0,0,rain,0,0,9,5.4,10,1004,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T03:00:00,25,25,24,94.19,0,0,rain,0,0,11.2,3.6,294.5,1004,89,6,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T04:00:00,25.5,25.5,24.7,95.13,0,0,rain,0,0,10.8,0.4,318.1,1004.3,100,10,0,0,0,10,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T05:00:00,25,25,24,94.19,0,0,rain,0,0,7.2,1.8,300,1005,100,10,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T06:00:00,25,25,25,100,0,0,rain,0,0,2.5,3.6,300,1005,100,5,1,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T07:00:00,25.3,25.3,24.6,96.27,15.763,100,rain,0,0,3.6,4.4,228,1005.9,100,5.3,5,0,0,10,"Rain, Overcast",rain,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T08:00:00,26,26,25,94.23,0,0,rain,0,0,4,7.6,230,1006,100,10,10,0,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T09:00:00,26,26,24,88.76,0,0,rain,0,0,3.6,11.2,270,1006,100,10,17,0.1,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T10:00:00,26.7,30,25.1,91.18,0,0,rain,0,0,3.2,5.5,339,1006.4,100,10,44,0.2,0,10,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T11:00:00,26,26,25,94.23,0,0,rain,0,0,2.2,11.2,320,1006,100,10,161,0.6,2,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T12:00:00,26,26,25,94.23,0,0,,0,0,2.9,9.4,300,1006,100,10,317,1.1,3,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T13:00:00,27.3,31.3,25.1,88.04,3.03,100,rain,0,0,4.7,2.3,282,1005.9,100,10,448,1.6,4,10,"Rain, Overcast",rain,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T14:00:00,27,30.6,25,88.84,0,0,rain,0,0,5.8,7.6,290,1005,89,10,39,0.1,0,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T15:00:00,27,30.6,25,88.84,0,0,rain,0,0,4.7,5.4,360,1004,89,10,20,0.1,0,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T16:00:00,27.9,32.6,25.1,85.02,0,0,rain,0,0,6.1,0.7,258.1,1004.2,97.7,10,15,0.1,0,10,Overcast,cloudy,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T17:00:00,27,30.6,25,88.84,0,0,rain,0,0,4.7,11.2,30,1004,100,10,16,0.1,0,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T18:00:00,27,30.6,25,88.84,0,0,,0,0,2.2,5.4,60,1004,89,10,7,0,0,10,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T19:00:00,27.3,31.2,24.9,86.67,0,0,,0,0,1.8,3.9,136,1005.2,77.5,10,1,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-06-25T20:00:00,26,26,25,94.23,0,0,,0,0,2.2,3.6,113.1,1006,100,10,0,0,0,10,Overcast,cloudy,"48820099999,VVNB"
