name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hà Nội, Giải Phóng",2023-09-01T00:00:00,28,31.3,23,74.3,0,0,,0,0,4,3.6,297.4,1007,20.7,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T01:00:00,26.7,26.7,23.9,84.93,0,0,,0,0,6.1,3.6,320,1006.4,10.4,10,0,0,0,10,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T02:00:00,27,29.6,23,78.78,0,0,,0,0,7.9,3.6,340,1006,84.5,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T03:00:00,26,26,23,83.57,0,0,,0,0,13,7.6,310,1006,60.8,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T04:00:00,26.8,30.1,24.7,87.86,0,0,,0,0,17.6,5.1,320,1006,79.3,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T05:00:00,25,25,23,88.68,0,0,,0,0,22.3,3.6,310,1006,82.9,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T06:00:00,26,26,23,83.57,0,0,,0,0,25.9,5.4,320,1006,0,8,2,0,0,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T07:00:00,27.1,29.3,21.7,72.14,0,0,,0,0,27.7,10.5,352,1006.8,0.4,18.4,82,0.3,1,10,Clear,clear-day,"48820099999,48823099999,48825099999"
"Hà Nội, Giải Phóng",2023-09-01T08:00:00,28,31.9,24,78.92,0,0,,0,0,28.8,11.2,300,1007,0,7,109,0.4,1,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T09:00:00,30,35.1,24,70.29,0,0,,0,0,28.4,13,290,1007,0,9,130,0.5,1,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T10:00:00,31.4,34.8,21.7,56.25,0,0,,0,0,27,8.4,23,1007.2,30.9,18,109,0.4,1,5,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T11:00:00,33,38.1,23,55.81,0,0,,0,0,23.4,13,300,1006,100,10,168,0.6,2,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T12:00:00,34,39.4,23,52.77,0,0,,0,0,18.4,16.6,310,1006,99.9,10,208,0.7,2,10,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T13:00:00,34.5,37,19.9,42.42,0,0,,0,0,15.1,8.4,356,1005,39.9,18,229,0.8,2,10,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T14:00:00,35,38.6,21,44.18,0,0,,0,0,15.5,13,310,1004,6.4,10,448,1.6,4,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T15:00:00,35,39.5,22,46.97,0,0,,0,0,15.5,13,300,1003,1,10,747,2.7,7,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T16:00:00,34.8,36.8,19.2,39.78,0,0,,0,0,12.2,10.1,347,1003.1,30,18,555,2,6,10,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T17:00:00,34,37.3,21,46.71,0,0,,0,0,7.9,9.4,300,1003,8.5,10,330,1.2,3,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T18:00:00,33,36.1,21,49.4,0,0,,0,0,3.6,9.4,280,1003,8.8,10,103,0.4,1,10,Clear,clear-day,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T19:00:00,31.4,34.2,21,53.79,0,0,,0,0,6.8,4.8,347,1003.4,0.4,17.9,1,0,0,10,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T20:00:00,30,35.1,24,70.29,0,0,,0,0,7.9,5.4,330,1004,0,6,0,0,0,10,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T21:00:00,30,34.1,23,66.18,0,0,,0,0,8.6,9.4,320,1005,100,10,0,0,0,3,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T22:00:00,29.7,34.2,23.5,69.29,0,0,,0,0,6.8,3.6,360,1005.2,90,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-01T23:00:00,30,35.1,24,70.29,0.1,100,rain,0,0,10.1,3.6,310.6,1005,42.3,10,0,0,0,10,"Rain, Partially cloudy",rain,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-02T00:00:00,29,33.6,24,74.47,0,0,,0,0,13,1.8,299.2,1005,98.8,10,0,0,0,3,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-02T01:00:00,29.4,34.5,24.2,73.59,0,0,,0,0,13.3,1.1,320,1004.4,90,10,0,0,0,3,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-02T02:00:00,28,32.7,25,83.79,0,0,,0,0,17.6,7.6,310,1004,11.5,10,0,0,0,10,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-02T03:00:00,28,31.9,24,78.92,0,0,,0,0,25.9,7.6,310,1003,5.2,10,0,0,0,10,Clear,clear-night,"48820099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-02T04:00:00,28.3,32.1,23.5,75.06,0,0,,0,0,26.3,4.8,353,1003.2,90,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Giải Phóng",2023-09-02T05:00:00,27,30.6,25,88.84,0,0,,0,0,29.2,7.6,300,1003,0,8,0,0,0,10,Clear,clear-night,"48820099999,VVNB"
