datetime,temp,dew,humidity,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,labels
2022-01-01T00:00:00,16.0,13.0,82.39,,5.4,5.4,329.99999999999994,1025.0,21.0,10.0,0.0,0.0,0.0,0
2022-01-01T01:00:00,15.9,13.8,87.7,,6.4,6.4,319.0,1024.5,85.4,9.8,0.0,0.0,0.0,0
2022-01-01T02:00:00,15.0,13.0,87.84,,5.4,5.4,360.0,1024.0,89.0,10.0,0.0,0.0,0.0,0
2022-01-01T03:00:00,15.0,13.0,87.84,,1.8,1.8,7.899999999999993,1023.0,50.0,10.0,0.0,0.0,0.0,0
2022-01-01T04:00:00,14.9,12.7,86.98,,4.0,4.0,347.00000000000006,1023.3,90.0,10.0,0.0,0.0,0.0,0
2022-01-01T05:00:00,16.0,13.0,82.39,,1.8,1.8,40.0,1023.0,89.0,10.0,0.0,0.0,0.0,0
2022-01-01T06:00:00,15.0,13.0,87.84,,1.8,1.8,351.8,1024.0,27.500000000000004,10.0,7.2,0.0,0.0,0
2022-01-01T07:00:00,16.0,13.9,87.22,,6.8,6.8,327.99999999999994,1024.3,100.0,10.0,102.1,0.4,1.0,0
2022-01-01T08:00:00,16.0,13.0,82.39,,5.4,5.4,10.0,1025.0,100.0,10.0,263.8,0.9,3.0,0
2022-01-01T09:00:00,17.0,13.0,77.31,,7.6,7.6,350.00000000000006,1026.0,100.0,10.0,418.3,1.5,4.0,0
2022-01-01T10:00:00,17.0,13.3,78.55,,6.5,6.5,320.0,1026.5,100.0,10.0,493.0,1.8,5.0,0
2022-01-01T11:00:00,17.0,13.0,77.31,,11.2,11.2,10.0,1026.0,100.0,9.0,527.3,1.9,5.0,0
2022-01-01T12:00:00,17.0,13.0,77.31,,13.0,13.0,50.0,1025.0,100.0,9.0,516.5,1.9,5.0,0
2022-01-01T13:00:00,18.1,12.5,69.85,,8.4,8.4,334.99999999999994,1023.6,97.8,9.2,436.0,1.6,4.0,0
2022-01-01T14:00:00,17.0,13.0,77.31,,14.8,14.8,20.0,1023.0,89.0,5.0,340.5,1.2,3.0,0
2022-01-01T15:00:00,16.0,13.0,82.39,,14.8,14.8,30.0,1023.0,89.0,4.0,201.9,0.7,2.0,0
2022-01-01T16:00:00,17.1,13.1,77.51,,6.2,6.2,332.99999999999994,1022.4,97.8,9.2,68.3,0.2,1.0,0
2022-01-01T17:00:00,16.0,13.0,82.39,,9.4,9.4,10.0,1023.0,100.0,10.0,2.9,0.0,0.0,0
2022-01-01T18:00:00,16.0,12.0,77.16,,13.0,13.0,20.0,1023.0,100.0,10.0,0.0,0.0,0.0,0
2022-01-01T19:00:00,16.5,13.1,80.09,,10.9,10.9,3.999999999999996,1024.2,100.0,10.0,0.0,0.0,0.0,0
2022-01-01T20:00:00,16.0,12.0,77.16,,11.2,11.2,30.0,1025.0,100.0,10.0,0.0,0.0,0.0,0
2022-01-01T21:00:00,16.0,12.0,77.16,,11.2,11.2,40.0,1025.0,89.0,10.0,0.0,0.0,0.0,0
2022-01-01T22:00:00,16.3,12.3,77.23,,4.8,4.8,336.0000000000001,1025.4,97.8,10.0,0.0,0.0,0.0,0
2022-01-01T23:00:00,16.0,12.0,77.16,,11.2,11.2,30.0,1025.0,100.0,10.0,0.0,0.0,0.0,0
2022-01-02T00:00:00,16.0,12.0,77.16,,11.2,11.2,20.0,1025.0,100.0,10.0,0.0,0.0,0.0,0
2022-01-02T01:00:00,16.1,11.7,75.24,,10.5,10.5,332.0000000000004,1024.3,100.0,10.0,0.0,0.0,0.0,0
2022-01-02T02:00:00,16.0,12.0,77.16,,9.4,9.4,10.0,1024.0,100.0,10.0,0.0,0.0,0.0,0
2022-01-02T03:00:00,16.0,11.0,72.22,,7.6,7.6,360.0,1023.0,100.0,10.0,0.0,0.0,0.0,0
2022-01-02T04:00:00,15.9,11.5,75.37,,5.4,5.4,20.0,1023.2000000000002,100.0,10.0,0.0,0.0,0.0,0
2022-01-02T05:00:00,16.0,11.0,72.22,,3.6,3.6,349.0000000000002,1023.0,100.0,10.0,0.0,0.0,0.0,0
2022-01-02T06:00:00,15.0,12.0,82.26,,9.4,9.4,20.0,1024.0,100.0,10.0,8.3,0.0,0.0,0
2022-01-02T07:00:00,15.8,11.3,74.43,,7.7,7.7,332.0000000000004,1024.2,99.9,10.0,126.6,0.5,1.0,0
2022-01-02T08:00:00,16.0,12.0,77.16,,9.4,9.4,10.0,1025.0,100.0,10.0,313.5,1.1,3.0,0
2022-01-02T09:00:00,16.0,11.0,72.22,,9.4,9.4,30.0,1025.0,27.500000000000004,10.0,494.8,1.8,5.0,0
2022-01-02T10:00:00,17.5,11.1,66.13,,8.0,8.0,332.99999999999994,1025.5,97.6,10.1,611.8,2.2,6.0,0
2022-01-02T11:00:00,17.0,12.0,72.4,,11.2,11.2,30.0,1025.0,89.0,10.0,642.3,2.3,6.0,0
2022-01-02T12:00:00,19.0,12.0,63.85000000000001,,11.2,11.2,350.00000000000006,1024.0,89.0,10.0,586.0,2.1,6.0,0
2022-01-02T13:00:00,20.5,11.9,57.85,,7.3,7.3,50.0,1021.8,80.1,10.1,538.3,1.9,5.0,0
2022-01-02T14:00:00,22.0,14.0,60.47,,5.4,5.4,270.0,1021.0,0.0,10.0,381.4,1.4,4.0,0
2022-01-02T15:00:00,22.0,14.0,60.47,,7.6,7.6,270.0,1020.0,0.0,9.0,251.1,0.9,3.0,0
2022-01-02T16:00:00,20.6,12.9,61.0,,7.3,7.3,237.0,1019.9,69.7,9.3,99.3,0.4,1.0,0
2022-01-02T17:00:00,20.0,14.0,68.38,,7.6,7.6,190.0000000000001,1020.0,27.500000000000004,6.0,4.7,0.0,0.0,0
2022-01-02T18:00:00,20.0,13.0,64.07,,5.4,5.4,170.0,1020.0,27.500000000000004,6.0,0.0,0.0,0.0,0
2022-01-02T19:00:00,17.8,13.5,75.81,,3.8,3.8,50.0,1021.0,52.8,9.0,0.0,0.0,0.0,0
2022-01-02T20:00:00,16.0,14.0,87.93,,1.8,1.8,138.99999999999994,1021.0,0.0,5.0,0.0,0.0,0.0,0
2022-01-02T21:00:00,16.0,14.0,87.93,,3.6,3.6,310.0,1022.0,0.0,5.0,0.0,0.0,0.0,0
2022-01-02T22:00:00,15.0,13.7,91.85,,6.5,6.5,360.0,1022.2,10.6,8.8,0.0,0.0,0.0,0
2022-01-02T23:00:00,15.0,14.0,93.75,,0.0,0.0,0.0,1022.0,0.0,4.0,0.0,0.0,0.0,0
2022-01-03T00:00:00,14.0,14.0,100.0,,3.6,3.6,329.99999999999994,1022.0,0.0,3.0,0.0,0.0,0.0,0
2022-01-03T01:00:00,14.7,13.7,93.77,,2.4,2.4,347.00000000000006,1021.6,10.6,8.7,0.0,0.0,0.0,0
2022-01-03T02:00:00,13.0,13.0,100.0,,1.8,1.8,350.00000000000006,1021.0,27.500000000000004,3.0,0.0,0.0,0.0,0
2022-01-03T03:00:00,13.0,13.0,100.0,,3.6,3.6,284.80000000000007,1020.0,27.500000000000004,3.0,0.0,0.0,0.0,0
2022-01-03T04:00:00,14.5,13.7,94.99,,0.8,0.8,340.00000000000006,1020.3,85.4,3.8,0.0,0.0,0.0,0
2022-01-03T05:00:00,13.0,13.0,100.0,,3.6,3.6,230.00000000000009,1020.0,27.500000000000004,4.0,0.0,0.0,0.0,0
2022-01-03T06:00:00,13.0,12.0,93.65,,5.4,5.4,259.99999999999994,1021.0,50.0,0.0,9.1,0.0,0.0,0
2022-01-03T07:00:00,14.7,14.2,96.94,,6.4,6.4,272.00000000000017,1021.3,97.8,1.8,120.7,0.4,1.0,0
2022-01-03T08:00:00,14.0,13.0,93.7,,0.0,0.0,0.0,1022.0,50.0,2.0,246.6,0.9,2.0,0
2022-01-03T09:00:00,16.0,14.0,87.93,,1.8,1.8,50.0,1023.0,50.0,4.0,353.9,1.3,4.0,0
2022-01-03T10:00:00,16.5,14.5,87.89,,3.6,3.6,0.9999999999999988,1022.6,89.8,4.3,443.4,1.6,4.0,0
2022-01-03T11:00:00,17.0,14.0,82.51,,3.6,3.6,50.39999999999999,1022.0,50.0,6.0,520.0,1.9,5.0,0
2022-01-03T12:00:00,18.0,14.0,77.46,,5.4,5.4,300.00000000000006,1021.0,50.0,4.0,526.0,1.9,5.0,0
2022-01-03T13:00:00,19.9,14.1,69.47,,4.0,4.0,320.0,1019.2000000000002,89.8,8.8,613.8,2.2,6.0,0
2022-01-03T14:00:00,20.0,14.0,68.38,,3.6,3.6,96.6,1018.0,89.0,5.0,474.8,1.7,5.0,0
2022-01-03T15:00:00,20.0,14.0,68.38,,7.6,7.6,119.99999999999991,1017.0,50.0,6.0,267.8,1.0,3.0,0
2022-01-03T16:00:00,20.3,13.5,65.03,,4.0,4.0,99.0,1017.8,97.8,9.0,99.9,0.4,1.0,0
2022-01-03T17:00:00,20.0,14.0,68.38,,3.6,3.6,109.9,1018.0,89.0,5.0,5.2,0.0,0.0,0
2022-01-03T18:00:00,19.0,15.0,77.62,,1.8,1.8,350.00000000000006,1019.0,89.0,5.0,0.0,0.0,0.0,0
2022-01-03T19:00:00,19.3,14.3,73.13,,3.8,3.8,51.99999999999999,1019.3,89.9,9.0,0.0,0.0,0.0,0
2022-01-03T20:00:00,19.0,15.0,77.62,,3.6,3.6,60.0,1020.0,100.0,5.0,0.0,0.0,0.0,0
2022-01-03T21:00:00,18.0,15.0,82.63,,3.6,3.6,320.0,1020.0,50.0,5.0,0.0,0.0,0.0,0
2022-01-03T22:00:00,16.9,14.5,85.61,,3.8,3.8,308.00000000000017,1020.7,27.39999999999999,9.0,0.0,0.0,0.0,0
2022-01-03T23:00:00,17.0,15.0,88.01,,0.0,0.0,0.0,1020.0,0.0,5.0,0.0,0.0,0.0,0
2022-01-04T00:00:00,16.0,15.0,93.79,,3.6,3.6,270.0,1020.0,27.500000000000004,4.0,0.0,0.0,0.0,0
2022-01-04T01:00:00,17.4,15.1,86.37,,4.0,4.0,28.0,1019.4,77.3,8.8,0.0,0.0,0.0,0
2022-01-04T02:00:00,17.0,15.0,88.01,,0.0,0.0,0.0,1019.0,89.0,4.0,0.0,0.0,0.0,0
2022-01-04T03:00:00,17.0,15.0,88.01,,3.6,3.6,80.0,1018.0,89.0,4.0,0.0,0.0,0.0,0
2022-01-04T04:00:00,17.5,15.1,85.93,,7.1,7.1,85.0,1018.2,100.0,8.8,0.0,0.0,0.0,0
2022-01-04T05:00:00,17.0,15.0,88.01,,7.6,7.6,70.0,1018.0,100.0,4.0,0.0,0.0,0.0,0
2022-01-04T06:00:00,17.0,15.0,88.01,,1.8,1.8,312.79999999999995,1018.0,100.0,4.0,10.2,0.0,0.0,0
2022-01-04T07:00:00,17.3,15.0,86.72,,5.5,5.5,57.0,1019.0,89.8,3.7,153.5,0.6,2.0,0
2022-01-04T08:00:00,18.0,15.0,82.63,,3.6,3.6,300.00000000000006,1020.0,50.0,2.0,360.8,1.3,4.0,0
2022-01-04T09:00:00,19.0,15.0,77.62,,1.8,1.8,178.0,1020.0,27.500000000000004,3.0,546.8,2.0,5.0,0
2022-01-04T10:00:00,20.4,15.3,72.31,,7.1,7.1,87.00000000000001,1020.1,51.7,8.9,682.5,2.5,7.0,0
2022-01-04T11:00:00,23.0,16.0,64.72,,9.4,9.4,110.0,1019.0,0.0,5.0,752.0,2.7,8.0,0
2022-01-04T12:00:00,24.0,15.0,57.15,,5.4,5.4,149.80000000000004,1018.0,27.500000000000004,7.0,751.8,2.7,8.0,0
2022-01-04T13:00:00,24.1,13.6,51.68000000000001,,6.5,6.5,50.0,1016.9,69.2,9.7,674.8,2.4,7.0,0
2022-01-04T14:00:00,24.0,15.0,57.15,,3.6,3.6,141.29999999999998,1016.0,0.0,9.0,536.0,1.9,5.0,0
2022-01-04T15:00:00,24.0,15.0,57.15,,5.4,5.4,190.0000000000001,1015.0,27.500000000000004,8.0,349.6,1.3,3.0,0
2022-01-04T16:00:00,24.7,13.8,50.71,,9.7,9.7,105.00000000000009,1015.2,44.79999999999999,9.7,137.3,0.5,1.0,0
2022-01-04T17:00:00,23.0,15.0,60.7,,9.4,9.4,139.99999999999997,1015.0,0.0,6.0,6.7,0.0,0.0,0
2022-01-04T18:00:00,21.0,15.0,68.58,,7.6,7.6,100.0,1015.0,0.0,5.0,0.0,0.0,0.0,0
2022-01-04T19:00:00,22.3,16.5,69.55,,8.0,8.0,137.0,1016.5,88.7,9.2,0.0,0.0,0.0,0
2022-01-04T20:00:00,21.0,17.0,77.92,,16.6,16.6,139.99999999999997,1017.0,0.0,9.0,0.0,0.0,0.0,0
2022-01-04T21:00:00,20.0,17.0,82.87,,20.5,20.5,139.99999999999997,1017.0,89.0,10.0,0.0,0.0,0.0,0
2022-01-04T22:00:00,20.0,17.7,86.32,,8.4,8.4,144.0,1017.4,89.8,9.8,0.0,0.0,0.0,0
2022-01-04T23:00:00,20.0,18.0,88.27,,14.8,14.8,139.99999999999997,1017.0,89.0,7.0,0.0,0.0,0.0,0
2022-01-05T00:00:00,20.0,18.0,88.27,,13.0,13.0,130.00000000000003,1017.0,50.0,7.0,0.0,0.0,0.0,0
2022-01-05T01:00:00,19.7,17.5,87.42,,7.6,7.6,74.0,1016.8,97.8,9.2,0.0,0.0,0.0,0
2022-01-05T02:00:00,19.0,17.0,88.19,,14.8,14.8,90.0,1016.0,50.0,6.0,0.0,0.0,0.0,0
2022-01-05T03:00:00,19.0,17.0,88.19,,11.2,11.2,90.0,1016.0,50.0,5.0,0.0,0.0,0.0,0
2022-01-05T04:00:00,18.8,17.3,90.7,,5.2,5.2,135.0,1015.8,90.0,9.2,0.0,0.0,0.0,0
2022-01-05T05:00:00,18.0,17.0,93.88,,5.4,5.4,20.0,1016.0,27.500000000000004,5.0,0.0,0.0,0.0,0
2022-01-05T06:00:00,17.0,17.0,100.0,,3.6,3.6,50.0,1016.0,27.500000000000004,4.0,10.8,0.0,0.0,0
2022-01-05T07:00:00,17.7,16.3,91.54,,3.6,3.6,86.0,1016.8,85.3,3.9,159.8,0.6,2.0,0
2022-01-05T08:00:00,19.0,18.0,93.93,,5.4,5.4,80.0,1017.0,27.500000000000004,2.0,361.5,1.3,4.0,0
2022-01-05T09:00:00,20.0,17.0,82.87,,3.6,3.6,80.0,1018.0,27.500000000000004,3.0,552.5,2.0,6.0,0
2022-01-05T10:00:00,20.9,17.3,79.7,,6.6,6.6,139.99999999999997,1018.0,85.4,4.1,676.8,2.4,7.0,0
2022-01-05T11:00:00,21.0,17.0,77.92,,1.8,1.8,159.10000000000002,1018.0,50.0,5.0,743.8,2.7,7.0,0
2022-01-05T12:00:00,22.0,18.0,78.06,,3.6,3.6,150.1,1017.0,50.0,5.0,725.5,2.6,7.0,0
2022-01-05T13:00:00,23.7,16.7,64.67,,10.3,10.3,92.0,1015.5,82.0,9.0,640.5,2.3,6.0,0
2022-01-05T14:00:00,24.0,17.0,64.93,,7.6,7.6,80.0,1015.0,50.0,8.0,520.0,1.9,5.0,0
2022-01-05T15:00:00,24.0,17.0,64.93,,7.6,7.6,139.99999999999997,1014.0,50.0,9.0,333.4,1.2,3.0,0
2022-01-05T16:00:00,24.1,16.9,64.39,,8.3,8.3,89.0,1014.4,69.5,9.0,114.2,0.4,1.0,0
2022-01-05T17:00:00,22.0,18.0,78.06,,9.4,9.4,80.0,1015.0,0.0,4.0,6.2,0.0,0.0,0
2022-01-05T18:00:00,21.0,18.0,82.99,,5.4,5.4,40.0,1015.0,0.0,5.0,0.0,0.0,0.0,0
2022-01-05T19:00:00,20.5,16.4,77.24,,6.8,6.8,144.0,1015.3,4.2,8.8,0.0,0.0,0.0,0
2022-01-05T20:00:00,19.0,17.0,88.19,,3.6,3.6,151.1,1016.0,0.0,3.0,0.0,0.0,0.0,0
2022-01-05T21:00:00,20.0,18.0,88.27,,11.2,11.2,139.99999999999997,1016.0,0.0,5.0,0.0,0.0,0.0,0
2022-01-05T22:00:00,20.0,18.0,88.31,,10.8,10.8,103.0,1017.0,36.2,9.0,0.0,0.0,0.0,0
2022-01-05T23:00:00,19.0,18.0,93.93,,14.8,14.8,139.99999999999997,1017.0,89.0,5.0,0.0,0.0,0.0,0
2022-01-06T00:00:00,20.0,18.0,88.27,,13.0,13.0,139.99999999999997,1016.0,89.0,5.0,0.0,0.0,0.0,0
2022-01-06T01:00:00,20.0,18.0,88.32,,8.0,8.0,110.0,1016.4,97.8,9.0,0.0,0.0,0.0,0
2022-01-06T02:00:00,20.0,18.0,88.27,,13.0,13.0,119.99999999999991,1016.0,50.0,6.0,0.0,0.0,0.0,0
2022-01-06T03:00:00,19.1,18.1,93.93,,13.0,13.0,90.0,1015.0,30.0,5.0,0.0,0.0,0.0,0
2022-01-06T04:00:00,19.8,18.1,89.89,,8.0,8.0,128.00000000000003,1015.5,77.6,9.0,0.0,0.0,0.0,0
2022-01-06T05:00:00,19.0,18.0,93.93,,11.2,11.2,90.0,1016.0,27.500000000000004,5.0,0.0,0.0,0.0,0
2022-01-06T06:00:00,19.0,17.0,88.19,,9.4,9.4,70.0,1016.0,0.0,5.0,9.4,0.0,0.0,0
2022-01-06T07:00:00,19.5,17.9,90.31,,6.5,6.5,51.0,1017.4,89.8,3.9,132.1,0.5,1.0,0
2022-01-06T08:00:00,19.0,18.0,93.93,,9.4,9.4,70.0,1018.0,100.0,3.0,296.1,1.1,3.0,0
2022-01-06T09:00:00,20.0,18.0,88.27,,9.4,9.4,90.0,1019.0,27.500000000000004,3.0,447.1,1.6,4.0,0
2022-01-06T10:00:00,21.3,18.3,82.74,,8.4,8.4,136.0,1019.4,97.6,4.4,577.8,2.1,6.0,0
2022-01-06T11:00:00,22.0,18.0,78.06,,9.4,9.4,119.99999999999991,1019.0,50.0,6.0,671.0,2.4,7.0,0
2022-01-06T12:00:00,23.0,18.0,73.46,,9.4,9.4,139.99999999999997,1018.0,27.500000000000004,7.0,657.0,2.4,7.0,0
2022-01-06T13:00:00,24.3,17.5,65.7,,10.8,10.8,139.99999999999997,1016.4,77.3,10.1,615.0,2.2,6.0,0
2022-01-06T14:00:00,24.0,18.0,69.16,,11.2,11.2,150.0,1016.0,27.500000000000004,10.0,495.3,1.8,5.0,0
2022-01-06T15:00:00,25.0,18.0,65.15,,11.2,11.2,139.99999999999997,1015.0,27.500000000000004,10.0,312.6,1.1,3.0,0
2022-01-06T16:00:00,24.9,17.1,61.91,,17.2,17.2,116.0,1015.3,29.9,10.1,108.9,0.4,1.0,0
2022-01-06T17:00:00,24.0,17.0,64.93,,13.0,13.0,139.99999999999997,1016.0,27.500000000000004,10.0,5.7,0.0,0.0,0
2022-01-06T18:00:00,23.1,18.1,73.47,,16.6,16.6,130.00000000000003,1017.0,16.2,10.0,0.0,0.0,0.0,0
2022-01-06T19:00:00,22.0,18.3,79.33,,11.1,11.1,116.0,1017.1,3.2,10.0,0.0,0.0,0.0,0
2022-01-06T20:00:00,22.0,18.0,78.06,,14.8,14.8,139.99999999999997,1018.0,0.0,10.0,0.0,0.0,0.0,0
2022-01-06T21:00:00,21.0,18.0,82.99,,11.2,11.2,150.0,1019.0,0.0,10.0,0.0,0.0,0.0,0
2022-01-06T22:00:00,20.4,17.5,83.46,,8.0,8.0,138.0,1019.0,79.8,10.0,0.0,0.0,0.0,0
2022-01-06T23:00:00,20.0,18.0,88.27,,9.4,9.4,130.00000000000003,1019.0,0.0,9.0,0.0,0.0,0.0,0
2022-01-07T00:00:00,20.0,18.0,88.27,,5.4,5.4,150.0,1019.0,27.500000000000004,10.0,0.0,0.0,0.0,0
2022-01-07T01:00:00,20.3,17.9,86.23,,10.6,10.6,114.0,1019.3,77.6,10.0,0.0,0.0,0.0,0
2022-01-07T02:00:00,19.0,17.0,88.19,,3.6,3.6,96.70000000000005,1019.0,89.0,8.0,0.0,0.0,0.0,0
2022-01-07T03:00:00,19.0,18.0,93.93,,3.6,3.6,30.0,1018.0,89.0,6.0,0.0,0.0,0.0,0
2022-01-07T04:00:00,19.8,17.8,88.27,,7.3,7.3,92.0,1018.5,85.2,9.0,0.0,0.0,0.0,0
2022-01-07T05:00:00,19.0,17.0,88.19,,3.6,3.6,60.0,1019.0,89.0,5.0,0.0,0.0,0.0,0
2022-01-07T06:00:00,19.0,17.0,88.19,,9.4,9.4,80.0,1019.0,89.0,5.0,5.5,0.0,0.0,0
2022-01-07T07:00:00,19.8,17.3,85.27,,7.2,7.2,150.0,1020.1,88.8,4.1,87.6,0.3,1.0,0
2022-01-07T08:00:00,19.0,17.0,88.19,,7.6,7.6,60.0,1021.0,27.500000000000004,6.0,213.6,0.8,2.0,0
2022-01-07T09:00:00,21.0,17.0,77.92,,7.6,7.6,50.0,1021.0,27.500000000000004,8.0,355.4,1.3,4.0,0
2022-01-07T10:00:00,21.7,17.5,77.31,,7.6,7.6,107.0,1021.7,85.3,9.0,501.8,1.8,5.0,0
2022-01-07T11:00:00,22.0,17.0,73.29,,14.8,14.8,119.99999999999991,1021.0,50.0,5.0,632.8,2.3,6.0,0
2022-01-07T12:00:00,23.0,17.0,68.97,,11.2,11.2,130.00000000000003,1020.0,27.500000000000004,5.0,582.8,2.1,6.0,0
2022-01-07T13:00:00,22.9,16.7,68.28,,11.2,11.2,138.99999999999994,1019.0,81.6,9.5,446.4,1.6,4.0,0
2022-01-07T14:00:00,23.0,18.0,73.46,,9.4,9.4,160.0,1018.0,50.0,9.0,333.5,1.2,3.0,0
2022-01-07T15:00:00,24.0,16.0,60.92999999999999,,22.3,22.3,150.0,1017.0,27.500000000000004,10.0,209.1,0.8,2.0,0
2022-01-07T16:00:00,23.3,15.3,60.58,,15.5,15.5,139.99999999999997,1017.4,85.2,10.1,82.4,0.3,1.0,0
2022-01-07T17:00:00,23.0,16.0,64.72,,16.6,16.6,150.0,1017.0,50.0,10.0,4.7,0.0,0.0,0
2022-01-07T18:00:00,22.0,16.0,68.77,,14.8,14.8,139.99999999999997,1018.0,89.0,10.0,0.0,0.0,0.0,0
2022-01-07T19:00:00,21.5,16.3,72.4,,12.3,12.3,138.99999999999994,1018.5,97.6,10.0,0.0,0.0,0.0,0
2022-01-07T20:00:00,21.0,16.0,73.11,,20.5,20.5,130.00000000000003,1019.0,100.0,10.0,0.0,0.0,0.0,0
2022-01-07T21:00:00,21.0,16.0,73.11,,16.6,16.6,139.99999999999997,1019.0,89.0,10.0,0.0,0.0,0.0,0
2022-01-07T22:00:00,20.3,16.7,80.09,,8.7,8.7,95.0,1019.7,97.8,9.8,0.0,0.0,0.0,0
2022-01-07T23:00:00,20.0,17.0,82.87,,11.2,11.2,150.0,1019.0,89.0,8.0,0.0,0.0,0.0,0
2022-01-08T00:00:00,20.0,17.0,82.87,,7.6,7.6,139.99999999999997,1019.0,50.0,7.0,0.0,0.0,0.0,0
2022-01-08T01:00:00,20.0,17.0,82.93,,8.4,8.4,137.0,1019.4,97.8,9.2,0.0,0.0,0.0,0
2022-01-08T02:00:00,20.0,17.0,82.87,,16.6,16.6,110.0,1019.0,27.500000000000004,5.0,0.0,0.0,0.0,0
2022-01-08T03:00:00,19.0,16.0,82.75,,20.5,20.5,119.99999999999991,1018.0,89.0,6.0,0.0,0.0,0.0,0
2022-01-08T04:00:00,19.5,16.3,81.62,,9.9,9.9,95.0,1018.1,97.8,9.2,0.0,0.0,0.0,0
2022-01-08T05:00:00,19.0,16.0,82.75,,20.5,20.5,110.0,1018.0,89.0,7.0,0.0,0.0,0.0,0
2022-01-08T06:00:00,19.0,16.0,82.75,,20.5,20.5,100.0,1018.0,89.0,7.0,5.6,0.0,0.0,0
2022-01-08T07:00:00,19.1,16.4,84.5,,11.6,11.6,131.00000000000006,1019.0,88.7,9.0,88.3,0.3,1.0,0
2022-01-08T08:00:00,19.0,16.0,82.75,,13.0,13.0,100.0,1020.0,89.0,5.0,226.3,0.8,2.0,0
2022-01-08T09:00:00,20.0,16.0,77.77,,11.2,11.2,90.0,1020.0,50.0,5.0,385.8,1.4,4.0,0
2022-01-08T10:00:00,20.5,16.1,76.07,,11.2,11.2,91.0,1020.5,97.7,9.3,546.0,2.0,5.0,0
2022-01-08T11:00:00,21.0,16.0,73.11,,14.8,14.8,139.99999999999997,1020.0,89.0,8.0,616.0,2.2,6.0,0
2022-01-08T12:00:00,21.0,16.0,73.11,,11.2,11.2,139.99999999999997,1019.0,89.0,6.0,650.5,2.3,7.0,0
2022-01-08T13:00:00,21.9,16.7,72.32,,11.1,11.1,126.0,1017.3,89.8,9.7,570.0,2.1,6.0,0
2022-01-08T14:00:00,22.0,16.0,68.77,,13.0,13.0,139.99999999999997,1016.0,89.0,10.0,394.4,1.4,4.0,0
2022-01-08T15:00:00,22.0,17.0,73.29,,11.2,11.2,130.00000000000003,1015.0,89.0,10.0,235.1,0.8,2.0,0
2022-01-08T16:00:00,22.0,16.7,71.85,,11.2,11.2,137.0,1015.1,89.7,10.1,85.2,0.3,1.0,0
2022-01-08T17:00:00,20.0,17.0,82.87,,11.2,11.2,50.0,1015.0,89.0,4.0,4.0,0.0,0.0,0
2022-01-08T18:00:00,20.0,17.0,82.87,,9.4,9.4,40.0,1016.0,89.0,6.0,0.0,0.0,0.0,0
2022-01-08T19:00:00,20.9,16.7,77.03,,11.0,11.0,87.00000000000001,1016.5,97.7,9.0,0.0,0.0,0.0,0
2022-01-08T20:00:00,19.0,16.0,82.75,,13.0,13.0,50.0,1017.0,89.0,6.0,0.0,0.0,0.0,0
2022-01-08T21:00:00,18.0,15.0,82.63,,14.8,14.8,60.0,1018.0,100.0,6.0,0.0,0.0,0.0,0
2022-01-08T22:00:00,19.1,16.7,85.97,,17.7,17.7,61.0,1018.2,97.7,4.4,0.0,0.0,0.0,0
2022-01-08T23:00:00,16.0,15.0,93.79,,18.4,18.4,50.0,1018.0,89.0,5.0,0.0,0.0,0.0,0
2022-01-09T00:00:00,16.0,14.0,87.93,,16.6,16.6,40.0,1018.0,89.0,5.0,0.0,0.0,0.0,1
2022-01-09T01:00:00,16.9,14.9,88.39,rain,9.4,9.4,50.0,1017.9,97.8,4.5,0.0,0.0,0.0,0
2022-01-09T02:00:00,16.0,13.0,82.39,,16.6,16.6,40.0,1017.0,50.0,7.0,0.0,0.0,0.0,0
2022-01-09T03:00:00,16.0,13.0,82.39,,18.4,18.4,40.0,1017.0,100.0,9.0,0.0,0.0,0.0,0
2022-01-09T04:00:00,15.7,13.3,85.65,,7.0,7.0,330.9999999999998,1017.0,100.0,9.1,0.0,0.0,0.0,0
2022-01-09T05:00:00,14.0,13.0,93.7,,20.5,20.5,40.0,1017.0,100.0,6.0,0.0,0.0,0.0,0
2022-01-09T06:00:00,14.0,13.0,93.7,,14.8,14.8,50.0,1018.0,100.0,8.0,3.4,0.0,0.0,1
2022-01-09T07:00:00,14.6,13.1,90.88,rain,10.8,10.8,327.99999999999994,1018.6,100.0,5.0,51.5,0.2,1.0,0
2022-01-09T08:00:00,14.0,12.0,87.75,,16.6,16.6,30.0,1019.0,100.0,10.0,160.4,0.6,2.0,0
2022-01-09T09:00:00,14.0,12.0,87.75,,18.4,18.4,30.0,1020.0,100.0,10.0,297.6,1.1,3.0,0
2022-01-09T10:00:00,14.6,13.3,91.77,,8.0,8.0,327.99999999999994,1020.4,100.0,5.2,424.9,1.5,4.0,0
2022-01-09T11:00:00,15.0,12.0,82.26,,14.8,14.8,20.0,1020.0,100.0,10.0,459.4,1.7,5.0,0
2022-01-09T12:00:00,15.0,12.0,82.26,,11.2,11.2,30.0,1019.0,100.0,10.0,429.1,1.5,4.0,1
2022-01-09T13:00:00,15.1,11.7,80.3,rain,10.8,10.8,45.0,1017.8,100.0,9.9,398.6,1.4,4.0,0
2022-01-09T14:00:00,15.0,12.0,82.26,,11.2,11.2,30.0,1017.0,100.0,10.0,320.4,1.2,3.0,0
